distinct_routes_count = data['Route'].nunique(),Departing Port,Arriving Port,Airline,Year,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Qantas,2017,1,3,3,1,1
Brisbane-Hamilton Island,Brisbane,Hamilton Island,QantasLink,2017,30,335,345,64,54
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,2017,9,322,320,32,34
Brisbane-Hobart,Brisbane,Hobart,Jetstar,2017,0,306,305,25,26
Brisbane-Hobart,Brisbane,Hobart,Qantas,2017,0,6,5,0,1
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,2017,0,341,331,34,44
Brisbane-Mackay,Brisbane,Mackay,Jetstar,2017,6,339,370,159,128
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2017,33,1071,1072,187,186
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2017,24,1402,1408,205,199
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2017,26,989,1070,410,329
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2017,33,4270,4096,628,802
Brisbane-Melbourne,Brisbane,Melbourne,QantasLink,2017,3,66,58,11,19
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2017,41,1114,1073,400,441
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2017,124,3876,3459,568,985
Brisbane-Moranbah,Brisbane,Moranbah,QantasLink,2017,16,611,595,80,96
Brisbane-Moranbah,Brisbane,Moranbah,Virgin Australia,2017,9,431,426,45,50
Brisbane-Mount Isa,Brisbane,Mount Isa,Qantas,2017,0,5,5,0,0
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,2017,10,563,562,82,83
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,2017,0,195,178,13,30
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,2017,11,790,816,228,202
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,2017,39,876,876,166,166
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,2017,7,922,920,91,93
Brisbane-Perth,Brisbane,Perth,Qantas,2017,4,1353,1285,217,285
Brisbane-Perth,Brisbane,Perth,Tigerair Australia,2017,2,115,112,19,22
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2017,1,1037,1007,243,273
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,2017,13,303,320,67,50
Brisbane-Proserpine,Brisbane,Proserpine,Tigerair Australia,2017,5,149,146,10,13
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2017,14,334,336,38,36
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2017,60,1721,1690,341,372
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2017,53,1329,1232,312,409
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2017,70,1457,1482,547,522
Brisbane-Sydney,Brisbane,Sydney,Qantas,2017,117,6287,6196,999,1090
Brisbane-Sydney,Brisbane,Sydney,QantasLink,2017,4,38,39,15,14
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2017,33,939,913,346,372
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2017,188,5242,5083,803,962
Brisbane-Townsville,Brisbane,Townsville,Jetstar,2017,3,431,431,90,90
Brisbane-Townsville,Brisbane,Townsville,Qantas,2017,7,715,729,134,120
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2017,41,735,722,131,144
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2017,23,1427,1434,216,209
Broome-Perth,Broome,Perth,Qantas,2017,1,76,80,18,14
Broome-Perth,Broome,Perth,QantasLink,2017,19,832,867,145,110
Broome-Perth,Broome,Perth,Virgin Australia,2017,0,35,45,14,4
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,2017,8,535,534,154,155
Bundaberg-Brisbane,Bundaberg,Brisbane,QantasLink,2017,28,1279,1236,224,267
Bundaberg-Brisbane,Bundaberg,Brisbane,Virgin Australia,2017,3,283,281,79,81
Cairns-Brisbane,Cairns,Brisbane,Jetstar,2017,14,989,1037,245,197
Cairns-Brisbane,Cairns,Brisbane,Qantas,2017,1,1260,1267,152,145
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2017,0,48,48,9,9
Cairns-Brisbane,Cairns,Brisbane,Tigerair Australia,2017,8,395,408,107,94
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2017,4,1299,1326,188,161
Cairns-Melbourne,Cairns,Melbourne,Jetstar,2017,4,895,901,318,312
Cairns-Melbourne,Cairns,Melbourne,Qantas,2017,1,357,338,129,148
Cairns-Melbourne,Cairns,Melbourne,Tigerair Australia,2017,4,308,303,139,144
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2017,0,281,276,107,112
Cairns-Sydney,Cairns,Sydney,Jetstar,2017,17,944,940,220,224
Cairns-Sydney,Cairns,Sydney,Qantas,2017,0,795,816,139,118
Cairns-Sydney,Cairns,Sydney,Tigerair Australia,2017,5,394,391,129,132
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2017,3,855,879,157,133
Cairns-Townsville,Cairns,Townsville,QantasLink,2017,20,1557,1559,107,105
Cairns-Townsville,Cairns,Townsville,Regional Express,2017,19,399,392,47,54
Canberra-Adelaide,Canberra,Adelaide,Qantas,2017,0,481,483,42,40
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2017,1,264,261,48,51
Canberra-Brisbane,Canberra,Brisbane,Qantas,2017,0,444,439,22,27
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2017,38,1030,1059,268,239
Canberra-Brisbane,Canberra,Brisbane,Tigerair Australia,2017,0,24,28,23,19
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2017,5,1020,1014,145,151
Canberra-Melbourne,Canberra,Melbourne,Qantas,2017,12,2144,2125,199,218
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2017,81,836,814,150,172
Canberra-Melbourne,Canberra,Melbourne,Tigerair Australia,2017,6,231,228,155,158
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2017,62,1670,1609,247,308
Canberra-Sydney,Canberra,Sydney,Qantas,2017,3,116,111,9,14
Canberra-Sydney,Canberra,Sydney,QantasLink,2017,272,4273,4306,824,791
Canberra-Sydney,Canberra,Sydney,Virgin Australia,2017,156,2346,2331,433,448
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2017,42,1420,1406,344,358
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Tigerair Australia,2017,1,112,117,44,39
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2017,18,540,528,76,88
Darwin-Alice Springs,Darwin,Alice Springs,QantasLink,2017,13,592,591,33,34
Darwin-Alice Springs,Darwin,Alice Springs,Virgin Australia,2017,0,112,109,8,11
Darwin-Alice Springs,Darwin,Alice Springs,Virgin Australia Regional Airlines,2017,5,54,49,9,14
Darwin-Brisbane,Darwin,Brisbane,Jetstar,2017,2,218,244,70,44
Darwin-Brisbane,Darwin,Brisbane,Qantas,2017,1,470,505,84,49
Darwin-Brisbane,Darwin,Brisbane,Tigerair Australia,2017,5,203,205,23,21
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2017,0,296,278,72,90
Darwin-Melbourne,Darwin,Melbourne,Jetstar,2017,0,213,257,115,71
Darwin-Melbourne,Darwin,Melbourne,Qantas,2017,0,320,340,68,48
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,2017,1,326,331,43,38
Darwin-Perth,Darwin,Perth,Qantas,2017,0,344,359,44,29
Darwin-Perth,Darwin,Perth,Virgin Australia,2017,0,269,266,53,56
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,2017,4,22,22,9,9
Darwin-Sydney,Darwin,Sydney,Jetstar,2017,1,222,226,71,67
Darwin-Sydney,Darwin,Sydney,Qantas,2017,2,454,475,126,105
Darwin-Sydney,Darwin,Sydney,Virgin Australia,2017,0,263,251,100,112
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2017,41,1082,1047,300,335
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2017,38,1395,1311,298,382
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2017,30,1074,1068,255,261
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,2017,6,628,621,60,67
Geraldton-Perth,Geraldton,Perth,QantasLink,2017,10,487,496,57,48
Geraldton-Perth,Geraldton,Perth,Virgin Australia Regional Airlines,2017,5,509,516,112,105
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2017,19,1332,1358,278,252
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2017,9,804,787,143,160
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,2017,0,337,330,37,44
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2017,0,318,298,49,69
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,2017,14,1662,1839,627,450
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2017,0,296,318,87,65
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,2017,0,1,1,0,0
Gold Coast-Melbourne,Gold Coast,Melbourne,Tigerair Australia,2017,9,636,637,342,341
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2017,18,1676,1687,470,459
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,2017,60,2518,2622,886,782
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2017,0,997,1011,160,146
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,2017,11,120,123,61,58
Gold Coast-Sydney,Gold Coast,Sydney,Tigerair Australia,2017,38,897,915,480,462
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2017,55,2285,2301,593,577
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Qantas,2017,1,3,3,1,1
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,2017,32,337,338,61,60
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2017,8,316,322,41,35
Hamilton Island-Melbourne,Hamilton Island,Melbourne,Qantas,2017,2,47,47,4,4
Hamilton Island-Melbourne,Hamilton Island,Melbourne,Virgin Australia,2017,2,49,52,11,8
Hamilton Island-Sydney,Hamilton Island,Sydney,Jetstar,2017,14,224,228,72,68
Hamilton Island-Sydney,Hamilton Island,Sydney,Qantas,2017,7,147,155,25,17
Hamilton Island-Sydney,Hamilton Island,Sydney,QantasLink,2017,17,103,104,29,28
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2017,20,244,253,49,40
Hobart-Brisbane,Hobart,Brisbane,Jetstar,2017,0,262,274,69,57
Hobart-Brisbane,Hobart,Brisbane,Qantas,2017,0,4,5,2,1
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2017,0,278,284,97,91
Hobart-Melbourne,Hobart,Melbourne,Jetstar,2017,10,1219,1318,908,809
Hobart-Melbourne,Hobart,Melbourne,Qantas,2017,0,18,17,2,3
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2017,59,1295,1256,242,281
Hobart-Melbourne,Hobart,Melbourne,Tigerair Australia,2017,0,268,271,139,136
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2017,5,1331,1280,336,387
Hobart-Sydney,Hobart,Sydney,Jetstar,2017,4,661,691,307,277
Hobart-Sydney,Hobart,Sydney,Qantas,2017,0,21,24,13,10
Hobart-Sydney,Hobart,Sydney,QantasLink,2017,15,509,466,119,162
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2017,8,658,649,138,147
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2017,1,98,101,10,7
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2017,11,761,761,75,75
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2017,7,263,266,31,28
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,2017,3,410,411,49,48
Karratha-Perth,Karratha,Perth,Qantas,2017,1,179,180,7,6
Karratha-Perth,Karratha,Perth,QantasLink,2017,73,1752,1742,195,205
Karratha-Perth,Karratha,Perth,Virgin Australia,2017,2,23,23,10,10
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,2017,31,695,680,121,136
Launceston-Melbourne,Launceston,Melbourne,Jetstar,2017,16,1029,1079,534,484
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2017,48,1150,1146,202,206
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2017,2,993,927,139,205
Launceston-Sydney,Launceston,Sydney,Jetstar,2017,6,361,385,222,198
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2017,0,273,268,88,93
Mackay-Brisbane,Mackay,Brisbane,Jetstar,2017,9,308,382,187,113
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2017,36,1045,1033,219,231
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2017,22,1421,1432,187,176
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,2017,14,871,838,398,431
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2017,12,2916,2865,387,438
Melbourne-Adelaide,Melbourne,Adelaide,Tigerair Australia,2017,12,717,704,171,184
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2017,49,2751,2673,404,482
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,2017,17,913,1008,494,399
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2017,34,4262,4233,689,718
Melbourne-Brisbane,Melbourne,Brisbane,QantasLink,2017,3,62,59,16,19
Melbourne-Brisbane,Melbourne,Brisbane,Tigerair Australia,2017,38,1095,1115,423,403
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2017,121,3873,3713,513,673
Melbourne-Cairns,Melbourne,Cairns,Jetstar,2017,1,892,931,323,284
Melbourne-Cairns,Melbourne,Cairns,Qantas,2017,0,403,402,84,85
Melbourne-Cairns,Melbourne,Cairns,Tigerair Australia,2017,4,371,356,76,91
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2017,0,338,313,50,75
Melbourne-Canberra,Melbourne,Canberra,Qantas,2017,11,2085,2077,257,265
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2017,81,822,811,166,177
Melbourne-Canberra,Melbourne,Canberra,Tigerair Australia,2017,3,302,295,87,94
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2017,63,1684,1637,230,277
Melbourne-Darwin,Melbourne,Darwin,Jetstar,2017,0,262,263,66,65
Melbourne-Darwin,Melbourne,Darwin,Qantas,2017,0,350,330,38,58
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,2017,1,313,281,56,88
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,2017,8,1762,1746,532,548
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,2017,0,344,333,39,50
Melbourne-Gold Coast,Melbourne,Gold Coast,QantasLink,2017,0,1,1,0,0
Melbourne-Gold Coast,Melbourne,Gold Coast,Tigerair Australia,2017,9,756,736,222,242
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2017,20,1845,1816,300,329
Melbourne-Hamilton Island,Melbourne,Hamilton Island,Qantas,2017,3,46,47,4,3
Melbourne-Hamilton Island,Melbourne,Hamilton Island,Virgin Australia,2017,3,54,48,5,11
Melbourne-Hobart,Melbourne,Hobart,Jetstar,2017,3,1630,1586,504,548
Melbourne-Hobart,Melbourne,Hobart,Qantas,2017,0,19,18,1,2
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2017,59,1263,1207,271,327
Melbourne-Hobart,Melbourne,Hobart,Tigerair Australia,2017,1,318,306,88,100
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,2017,5,1441,1380,227,288
Melbourne-Launceston,Melbourne,Launceston,Jetstar,2017,13,1185,1196,381,370
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2017,46,1156,1154,198,200
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,2017,2,983,917,147,213
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2017,9,982,976,139,145
Melbourne-Mildura,Melbourne,Mildura,Regional Express,2017,8,824,790,124,158
Melbourne-Mildura,Melbourne,Mildura,Virgin Australia,2017,0,313,295,52,70
Melbourne-Newcastle,Melbourne,Newcastle,Jetstar,2017,3,935,995,369,309
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,2017,1,338,323,50,65
Melbourne-Perth,Melbourne,Perth,Jetstar,2017,14,520,538,98,80
Melbourne-Perth,Melbourne,Perth,Qantas,2017,3,1825,1795,526,556
Melbourne-Perth,Melbourne,Perth,Tigerair Australia,2017,11,486,480,141,147
Melbourne-Perth,Melbourne,Perth,Virgin Australia,2017,8,1221,1239,365,347
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Jetstar,2017,4,789,824,213,178
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,QantasLink,2017,0,15,16,9,8
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,2017,3,496,498,93,91
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2017,115,3042,2968,1291,1365
Melbourne-Sydney,Melbourne,Sydney,Qantas,2017,460,9615,9222,1810,2203
Melbourne-Sydney,Melbourne,Sydney,QantasLink,2017,3,19,18,1,2
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2017,95,1918,1852,1009,1075
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2017,423,7405,7055,1092,1442
Melbourne-Townsville,Melbourne,Townsville,Jetstar,2017,0,36,41,19,14
Melbourne-Townsville,Melbourne,Townsville,Tigerair Australia,2017,0,30,30,5,5
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2017,9,982,976,139,145
Mildura-Melbourne,Mildura,Melbourne,Regional Express,2017,11,766,705,179,240
Mildura-Melbourne,Mildura,Melbourne,Virgin Australia,2017,1,296,286,68,78
Moranbah-Brisbane,Moranbah,Brisbane,QantasLink,2017,21,555,548,93,100
Moranbah-Brisbane,Moranbah,Brisbane,Virgin Australia,2017,11,435,428,39,46
Mount Isa-Brisbane,Mount Isa,Brisbane,Qantas,2017,0,5,5,0,0
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,2017,20,551,532,84,103
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,2017,0,174,141,34,67
Newcastle-Brisbane,Newcastle,Brisbane,Jetstar,2017,10,866,847,151,170
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,2017,44,877,893,159,143
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,2017,9,919,918,92,93
Newcastle-Melbourne,Newcastle,Melbourne,Jetstar,2017,5,1018,1000,284,302
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,2017,1,299,274,89,114
Newman-Perth,Newman,Perth,Qantas,2017,6,668,668,30,30
Newman-Perth,Newman,Perth,QantasLink,2017,41,707,698,91,100
Newman-Perth,Newman,Perth,Virgin Australia,2017,0,189,191,13,11
Newman-Perth,Newman,Perth,Virgin Australia Regional Airlines,2017,2,236,229,30,37
Perth-Adelaide,Perth,Adelaide,Jetstar,2017,15,234,260,82,56
Perth-Adelaide,Perth,Adelaide,Qantas,2017,1,1017,1020,83,80
Perth-Adelaide,Perth,Adelaide,QantasLink,2017,18,252,241,18,29
Perth-Adelaide,Perth,Adelaide,Virgin Australia,2017,5,680,689,57,48
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,2017,3,108,78,19,49
Perth-Brisbane,Perth,Brisbane,Qantas,2017,0,1350,1359,170,161
Perth-Brisbane,Perth,Brisbane,Tigerair Australia,2017,2,107,116,30,21
Perth-Brisbane,Perth,Brisbane,Virgin Australia,2017,1,1149,1150,128,127
Perth-Broome,Perth,Broome,Qantas,2017,1,82,79,12,15
Perth-Broome,Perth,Broome,QantasLink,2017,17,850,897,136,89
Perth-Broome,Perth,Broome,Virgin Australia,2017,0,41,43,8,6
Perth-Broome,Perth,Broome,Virgin Australia Regional Airlines,2017,5,594,574,95,115
Perth-Darwin,Perth,Darwin,Qantas,2017,0,368,358,20,30
Perth-Darwin,Perth,Darwin,Virgin Australia,2017,0,289,293,33,29
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,2017,4,25,28,6,3
Perth-Geraldton,Perth,Geraldton,QantasLink,2017,10,462,467,81,76
Perth-Geraldton,Perth,Geraldton,Virgin Australia Regional Airlines,2017,4,501,510,121,112
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,2017,0,96,98,12,10
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2017,11,757,767,79,69
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,2017,5,273,271,22,24
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia Regional Airlines,2017,3,409,401,50,58
Perth-Karratha,Perth,Karratha,Qantas,2017,1,179,177,7,9
Perth-Karratha,Perth,Karratha,QantasLink,2017,40,1779,1802,209,186
Perth-Karratha,Perth,Karratha,Virgin Australia,2017,2,31,29,3,5
Perth-Karratha,Perth,Karratha,Virgin Australia Regional Airlines,2017,30,747,708,70,109
Perth-Melbourne,Perth,Melbourne,Jetstar,2017,19,445,503,168,110
Perth-Melbourne,Perth,Melbourne,Qantas,2017,5,2015,2015,334,334
Perth-Melbourne,Perth,Melbourne,Tigerair Australia,2017,12,491,518,134,107
Perth-Melbourne,Perth,Melbourne,Virgin Australia,2017,7,1349,1332,231,248
Perth-Newman,Perth,Newman,Qantas,2017,5,666,661,33,38
Perth-Newman,Perth,Newman,QantasLink,2017,28,721,708,89,102
Perth-Newman,Perth,Newman,Virgin Australia,2017,0,195,194,7,8
Perth-Newman,Perth,Newman,Virgin Australia Regional Airlines,2017,1,245,242,21,24
Perth-Port Hedland,Perth,Port Hedland,Qantas,2017,6,344,343,20,21
Perth-Port Hedland,Perth,Port Hedland,QantasLink,2017,35,1028,992,145,181
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,2017,0,167,166,10,11
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia Regional Airlines,2017,3,403,388,42,57
Perth-Sydney,Perth,Sydney,Jetstar,2017,3,211,276,131,66
Perth-Sydney,Perth,Sydney,Qantas,2017,5,2081,2157,374,298
Perth-Sydney,Perth,Sydney,Tigerair Australia,2017,22,267,281,35,21
Perth-Sydney,Perth,Sydney,Virgin Australia,2017,7,1208,1264,196,140
Port Hedland-Perth,Port Hedland,Perth,Qantas,2017,8,335,340,28,23
Port Hedland-Perth,Port Hedland,Perth,QantasLink,2017,64,991,994,155,152
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,2017,0,166,164,12,14
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia Regional Airlines,2017,3,398,398,46,46
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,2017,23,1139,1132,118,125
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,2017,44,2254,2213,192,233
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,2017,49,1034,1081,465,418
Port Macquarie-Sydney,Port Macquarie,Sydney,Virgin Australia,2017,9,510,509,175,176
Proserpine-Brisbane,Proserpine,Brisbane,Jetstar,2017,13,298,299,73,72
Proserpine-Brisbane,Proserpine,Brisbane,Tigerair Australia,2017,6,144,143,14,15
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,2017,14,316,326,56,46
Proserpine-Sydney,Proserpine,Sydney,Jetstar,2017,0,21,21,5,5
Proserpine-Sydney,Proserpine,Sydney,Tigerair Australia,2017,0,37,40,20,17
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2017,85,1683,1657,362,388
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,2017,52,1284,1330,356,310
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Jetstar,2017,9,608,685,388,311
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,QantasLink,2017,0,15,15,9,9
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,2017,5,419,419,168,168
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Jetstar,2017,14,847,934,440,353
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2017,18,325,303,73,95
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,2017,3,408,389,93,112
Sydney-Adelaide,Sydney,Adelaide,Jetstar,2017,34,995,1014,275,256
Sydney-Adelaide,Sydney,Adelaide,Qantas,2017,7,2277,2267,410,420
Sydney-Adelaide,Sydney,Adelaide,QantasLink,2017,32,248,240,54,62
Sydney-Adelaide,Sydney,Adelaide,Tigerair Australia,2017,7,386,391,165,160
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,2017,15,1686,1596,250,340
Sydney-Albury,Sydney,Albury,QantasLink,2017,24,882,888,298,292
Sydney-Albury,Sydney,Albury,Regional Express,2017,23,913,903,229,239
Sydney-Albury,Sydney,Albury,Virgin Australia,2017,6,556,555,143,144
Sydney-Armidale,Sydney,Armidale,QantasLink,2017,34,925,919,431,437
Sydney-Armidale,Sydney,Armidale,Regional Express,2017,10,670,684,192,178
Sydney-Ayers Rock,Sydney,Ayers Rock,Jetstar,2017,0,276,259,55,72
Sydney-Ayers Rock,Sydney,Ayers Rock,Virgin Australia,2017,0,331,302,34,63
Sydney-Ballina,Sydney,Ballina,Jetstar,2017,2,810,798,158,170
Sydney-Ballina,Sydney,Ballina,Regional Express,2017,4,240,232,50,58
Sydney-Ballina,Sydney,Ballina,Virgin Australia,2017,2,350,346,54,58
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2017,57,1467,1556,546,457
Sydney-Brisbane,Sydney,Brisbane,Qantas,2017,104,6207,6067,1088,1228
Sydney-Brisbane,Sydney,Brisbane,QantasLink,2017,6,43,42,8,9
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2017,32,1021,961,265,325
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2017,196,5094,4952,996,1138
Sydney-Cairns,Sydney,Cairns,Jetstar,2017,13,889,969,277,197
Sydney-Cairns,Sydney,Cairns,Qantas,2017,0,812,814,122,120
Sydney-Cairns,Sydney,Cairns,Tigerair Australia,2017,2,472,446,54,80
Sydney-Cairns,Sydney,Cairns,Virgin Australia,2017,1,872,864,142,150
Sydney-Canberra,Sydney,Canberra,Qantas,2017,4,109,108,16,17
